instant,date,season,year,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
236,2011-08-24,3,2011,8,0,Wed,workday,1,23.646651,25.625672,0.605,0.253108,949,4181,5130
237,2011-08-25,3,2011,8,0,Thu,workday,2,24.155848999999996,26.626364000000002,0.771667,0.210833,435,3107,3542
238,2011-08-26,3,2011,8,0,Fri,workday,1,24.9,27.542378,0.76125,0.0839625,768,3893,4661
239,2011-08-27,3,2011,8,0,Sat,weekend,2,23.96,25.946696000000003,0.85,0.375617,226,889,1115
240,2011-08-28,3,2011,8,0,Sun,weekend,1,25.231772999999997,26.765293999999997,0.561765,0.304659,1415,2919,4334
241,2011-08-29,3,2011,8,0,Mon,workday,1,21.923348999999998,24.125228,0.554583,0.159825,729,3905,4634
242,2011-08-30,3,2011,8,0,Tue,workday,1,22.040849,23.250464,0.548333,0.125008,775,4429,5204
243,2011-08-31,3,2011,8,0,Wed,workday,1,22.863349,24.333986000000003,0.597917,0.0833333,688,4370,5058
244,2011-09-01,3,2011,9,0,Thu,workday,1,22.785,24.584786,0.639167,0.141796,783,4332,5115
245,2011-09-02,3,2011,9,0,Fri,workday,2,22.236651000000002,23.917327999999998,0.727083,0.139929,875,3852,4727
246,2011-09-03,3,2011,9,0,Sat,weekend,1,23.450848999999998,25.792058000000004,0.716667,0.185325,1935,2549,4484
247,2011-09-04,3,2011,9,0,Sun,weekend,1,25.330849,27.918314000000002,0.742083,0.206467,2521,2419,4940
248,2011-09-05,3,2011,9,1,Mon,weekend,2,23.646651,25.292636,0.790417,0.212696,1236,2115,3351
249,2011-09-06,3,2011,9,0,Tue,workday,3,17.380000000000003,18.0032,0.886957,0.343943,204,2506,2710
250,2011-09-07,3,2011,9,0,Wed,workday,3,20.160849,19.919114,0.917083,0.0970208,118,1878,1996
251,2011-09-08,3,2011,9,0,Thu,workday,3,21.793910999999998,20.653826000000002,0.939565,0.192748,153,1689,1842
252,2011-09-09,3,2011,9,0,Fri,workday,2,22.55,22.210435999999994,0.897917,0.124379,417,3127,3544
253,2011-09-10,3,2011,9,0,Sat,weekend,1,23.020000000000003,24.125492,0.75375,0.153608,1750,3595,5345
254,2011-09-11,3,2011,9,0,Sun,weekend,1,22.706651,24.209114,0.71375,0.115054,1633,3413,5046
255,2011-09-12,3,2011,9,0,Mon,workday,1,22.284356000000002,23.74058,0.692174,0.088913,690,4023,4713
256,2011-09-13,3,2011,9,0,Tue,workday,1,22.589151,23.834564,0.7125,0.141804,701,4062,4763
257,2011-09-14,3,2011,9,0,Wed,workday,1,23.646651,25.3754,0.697083,0.1673,647,4138,4785
258,2011-09-15,3,2011,9,0,Thu,workday,2,19.142500000000002,20.542286000000004,0.709167,0.271146,428,3231,3659
259,2011-09-16,3,2011,9,0,Fri,workday,2,14.050849,14.457350000000002,0.590417,0.164183,742,4018,4760
260,2011-09-17,3,2011,9,0,Sat,weekend,2,15.108349,15.581792,0.718333,0.189675,1434,3077,4511
261,2011-09-18,3,2011,9,0,Sun,weekend,1,15.8525,16.375442,0.695,0.178483,1353,2921,4274
262,2011-09-19,3,2011,9,0,Mon,workday,2,17.810848999999997,18.958550000000002,0.69,0.151742,691,3848,4539
263,2011-09-20,3,2011,9,0,Tue,workday,2,18.398349,19.126322000000002,0.88125,0.134954,438,3203,3641
264,2011-09-21,3,2011,9,0,Wed,workday,2,19.965,20.335178000000006,0.9,0.0964042,539,3813,4352
265,2011-09-22,3,2011,9,0,Thu,workday,2,21.531651,20.627558,0.902083,0.128125,555,4240,4795
266,2011-09-23,4,2011,9,0,Fri,workday,2,20.630849,18.460249999999995,0.9725,0.0783667,258,2137,2395
267,2011-09-24,4,2011,9,0,Sat,weekend,2,20.513348999999998,21.251192000000003,0.8625,0.0783833,1776,3647,5423
268,2011-09-25,4,2011,9,0,Sun,weekend,2,21.805849000000002,21.794041999999997,0.845,0.0503792,1544,3466,5010
269,2011-09-26,4,2011,9,0,Mon,workday,2,22.510849000000004,22.876771999999995,0.848333,0.1107,684,3946,4630
270,2011-09-27,4,2011,9,0,Tue,workday,2,21.923348999999998,21.91865,0.885417,0.118171,477,3643,4120
271,2011-09-28,4,2011,9,0,Wed,workday,2,21.845,21.960427999999993,0.84875,0.148629,480,3427,3907
272,2011-09-29,4,2011,9,0,Thu,workday,1,20.983348999999997,21.917792,0.699167,0.172883,653,4186,4839
273,2011-09-30,4,2011,9,0,Fri,workday,1,18.515849,19.958714,0.6475,0.206475,830,4372,5202
274,2011-10-01,4,2011,10,0,Sat,weekend,2,11.27,11.248957999999998,0.75375,0.292296,480,1949,2429
275,2011-10-02,4,2011,10,0,Sun,weekend,2,8.763349000000002,6.790921999999998,0.791667,0.222013,616,2302,2918
276,2011-10-03,4,2011,10,0,Mon,workday,2,10.055848999999998,9.875036000000001,0.760833,0.0833458,330,3240,3570
277,2011-10-04,4,2011,10,0,Tue,workday,1,14.755849000000001,15.208628000000001,0.71,0.205854,486,3970,4456
278,2011-10-05,4,2011,10,0,Wed,workday,1,17.301650999999996,18.791108,0.647917,0.17725,559,4267,4826
279,2011-10-06,4,2011,10,0,Thu,workday,1,15.225849,15.70805,0.620833,0.134954,639,4126,4765
280,2011-10-07,4,2011,10,0,Fri,workday,1,16.009151,17.290664,0.684167,0.0223917,949,4036,4985
281,2011-10-08,4,2011,10,0,Sat,weekend,1,16.518349,17.873971999999995,0.70125,0.0454042,2235,3174,5409
282,2011-10-09,4,2011,10,0,Sun,weekend,1,17.419151,18.582878,0.7275,0.06345,2397,3114,5511
283,2011-10-10,4,2011,10,1,Mon,weekend,1,18.829151000000003,19.83305,0.73375,0.0423042,1514,3603,5117
284,2011-10-11,4,2011,10,0,Tue,workday,2,18.633349000000003,20.042336,0.80875,0.143042,667,3896,4563
285,2011-10-12,4,2011,10,0,Wed,workday,3,17.536651,18.169322,0.90625,0.24815,217,2199,2416
286,2011-10-13,4,2011,10,0,Thu,workday,2,19.690849,20.419064,0.896667,0.141787,290,2623,2913
287,2011-10-14,4,2011,10,0,Fri,workday,2,17.889151000000002,18.958550000000002,0.71625,0.223883,529,3115,3644
288,2011-10-15,4,2011,10,0,Sat,weekend,1,15.813348999999999,16.91585,0.483333,0.258083,1899,3318,5217
289,2011-10-16,4,2011,10,0,Sun,weekend,1,16.048348999999998,17.208163999999996,0.486667,0.281717,1748,3293,5041
290,2011-10-17,4,2011,10,0,Mon,workday,1,17.105849,17.70785,0.579583,0.175379,713,3857,4570
291,2011-10-18,4,2011,10,0,Tue,workday,2,17.0275,18.499586,0.701667,0.110087,637,4111,4748
292,2011-10-19,4,2011,10,0,Wed,workday,3,17.461733,17.913967999999997,0.895217,0.243339,254,2170,2424
293,2011-10-20,4,2011,10,0,Thu,workday,1,14.364151,14.790650000000003,0.63625,0.422275,471,3724,4195
294,2011-10-21,4,2011,10,0,Fri,workday,1,12.092500000000001,11.957335999999998,0.574167,0.221396,676,3628,4304
295,2011-10-22,4,2011,10,0,Sat,weekend,1,11.857499999999998,12.082472,0.629167,0.0926667,1499,2809,4308
296,2011-10-23,4,2011,10,0,Sun,weekend,1,11.818349000000001,11.873978000000001,0.74125,0.0995125,1619,2762,4381
297,2011-10-24,4,2011,10,0,Mon,workday,1,13.776651000000001,14.166422,0.772083,0.118792,699,3488,4187
298,2011-10-25,4,2011,10,0,Tue,workday,1,14.168349,14.582749999999997,0.622917,0.166658,695,3992,4687
299,2011-10-26,4,2011,10,0,Wed,workday,2,14.755849000000001,15.207836,0.720417,0.148642,404,3490,3894
300,2011-10-27,4,2011,10,0,Thu,workday,2,14.09,14.165036,0.812917,0.197763,240,2419,2659
301,2011-10-28,4,2011,10,0,Fri,workday,2,7.549151,5.041591999999998,0.585833,0.229479,456,3291,3747
302,2011-10-29,4,2011,10,0,Sat,weekend,3,3.945848999999999,-0.9577419999999996,0.8825,0.351371,57,570,627
303,2011-10-30,4,2011,10,0,Sun,weekend,1,7.000848999999999,5.207713999999999,0.62375,0.176617,885,2446,3331
304,2011-10-31,4,2011,10,0,Mon,workday,1,7.98,7.5001580000000025,0.703333,0.10635,362,3307,3669
305,2011-11-01,4,2011,11,0,Tue,workday,1,10.839151000000001,10.207808,0.68375,0.135571,410,3658,4068
306,2011-11-02,4,2011,11,0,Wed,workday,1,9.7425,9.748778000000001,0.71875,0.0820917,370,3816,4186
307,2011-11-03,4,2011,11,0,Thu,workday,1,11.191651,10.790785999999997,0.702083,0.136817,318,3656,3974
308,2011-11-04,4,2011,11,0,Fri,workday,2,10.956651,10.623871999999999,0.6225,0.271779,470,3576,4046
309,2011-11-05,4,2011,11,0,Sat,weekend,1,7.353349,5.374364,0.519167,0.189062,1156,2770,3926
310,2011-11-06,4,2011,11,0,Sun,weekend,1,8.371651,7.915628000000002,0.734583,0.0920542,952,2697,3649
311,2011-11-07,4,2011,11,0,Mon,workday,1,10.565000000000001,10.457486,0.75875,0.057225,373,3662,4035
312,2011-11-08,4,2011,11,0,Tue,workday,1,11.191651,11.208236,0.721667,0.0690375,376,3829,4205
313,2011-11-09,4,2011,11,0,Wed,workday,1,10.8,10.999214000000002,0.758333,0.0621958,305,3804,4109
314,2011-11-10,4,2011,11,0,Thu,workday,2,9.86,8.665586000000001,0.813333,0.189067,190,2743,2933
315,2011-11-11,4,2011,11,1,Fri,weekend,1,7.235849,4.2499220000000015,0.44625,0.314675,440,2928,3368
316,2011-11-12,4,2011,11,0,Sat,weekend,1,8.763349000000002,7.624171999999998,0.552917,0.212062,1275,2792,4067
317,2011-11-13,4,2011,11,0,Sun,weekend,1,12.719151,12.4163,0.458333,0.281721,1004,2713,3717
318,2011-11-14,4,2011,11,0,Mon,workday,1,16.91,18.624392,0.587083,0.306596,595,3891,4486
319,2011-11-15,4,2011,11,0,Tue,workday,2,16.91,17.500214,0.68875,0.199633,449,3746,4195
320,2011-11-16,4,2011,11,0,Wed,workday,3,13.463349000000001,13.831208,0.93,0.136829,145,1672,1817
321,2011-11-17,4,2011,11,0,Thu,workday,2,8.058349,5.332585999999999,0.575833,0.305362,139,2914,3053
322,2011-11-18,4,2011,11,0,Fri,workday,1,4.885849,1.9995860000000008,0.41,0.168533,245,3147,3392
323,2011-11-19,4,2011,11,0,Sat,weekend,1,7.470848999999999,5.415878000000003,0.502083,0.224496,943,2720,3663
324,2011-11-20,4,2011,11,0,Sun,weekend,2,13.776651000000001,14.165828000000001,0.684583,0.18595,787,2733,3520
325,2011-11-21,4,2011,11,0,Mon,workday,3,13.032499999999999,13.374092000000001,0.91,0.138054,220,2545,2765
326,2011-11-22,4,2011,11,0,Tue,workday,3,11.583349000000002,11.831936000000002,0.9625,0.118792,69,1538,1607
327,2011-11-23,4,2011,11,0,Wed,workday,2,12.719151,12.415441999999999,0.757917,0.335825,112,2454,2566
328,2011-11-24,4,2011,11,1,Thu,weekend,1,9.546651,8.583086000000002,0.549167,0.167304,560,935,1495
329,2011-11-25,4,2011,11,0,Fri,workday,1,9.625,9.124285999999998,0.64375,0.0988958,1095,1697,2792
330,2011-11-26,4,2011,11,0,Sat,weekend,1,9.664151,9.415742000000002,0.681667,0.0684208,1249,1819,3068
331,2011-11-27,4,2011,11,0,Sun,weekend,1,13.580849,14.082799999999999,0.698333,0.208954,810,2261,3071
332,2011-11-28,4,2011,11,0,Mon,workday,1,15.663466,16.348052000000003,0.743043,0.142122,253,3614,3867
333,2011-11-29,4,2011,11,0,Tue,workday,2,13.541650999999998,13.790750000000003,0.830833,0.258092,96,2818,2914
334,2011-11-30,4,2011,11,0,Wed,workday,1,7.275,4.540586000000001,0.613333,0.271158,188,3425,3613
335,2011-12-01,4,2011,12,0,Thu,workday,1,6.6875,4.166564000000001,0.524583,0.220158,182,3545,3727
336,2011-12-02,4,2011,12,0,Fri,workday,1,6.765848999999999,5.874578,0.625833,0.100754,268,3672,3940
337,2011-12-03,4,2011,12,0,Sat,weekend,1,6.060849000000001,4.499863999999999,0.612917,0.0957833,706,2908,3614
338,2011-12-04,4,2011,12,0,Sun,weekend,1,7.549151,7.040600000000001,0.775833,0.0839583,634,2851,3485
339,2011-12-05,4,2011,12,0,Mon,workday,2,10.134151,9.99905,0.827083,0.0622083,233,3578,3811
340,2011-12-06,4,2011,12,0,Tue,workday,3,13.7375,14.122399999999999,0.949583,0.232583,126,2468,2594
341,2011-12-07,4,2011,12,0,Wed,workday,3,11.27,10.416235999999998,0.970417,0.266175,50,655,705
342,2011-12-08,4,2011,12,0,Thu,workday,1,4.494150999999999,0.9579079999999998,0.58,0.240058,150,3172,3322
343,2011-12-09,4,2011,12,0,Fri,workday,1,5.669151000000001,4.9577719999999985,0.695833,0.0827167,261,3359,3620
344,2011-12-10,4,2011,12,0,Sat,weekend,1,4.925000000000001,1.5831920000000004,0.5075,0.233221,502,2688,3190
345,2011-12-11,4,2011,12,0,Sun,weekend,1,2.3791510000000002,0.708164,0.49,0.0665417,377,2366,2743
346,2011-12-12,4,2011,12,0,Mon,workday,1,3.201651,1.8329360000000001,0.670833,0.06345,143,3167,3310
347,2011-12-13,4,2011,12,0,Tue,workday,1,5.277499999999998,3.875108000000001,0.59,0.14055,155,3368,3523
348,2011-12-14,4,2011,12,0,Wed,workday,2,6.922499999999999,6.331892,0.66375,0.0609583,178,3562,3740
349,2011-12-15,4,2011,12,0,Thu,workday,2,11.857499999999998,11.207642,0.634167,0.268042,181,3528,3709
350,2011-12-16,4,2011,12,0,Fri,workday,2,9.625,7.748450000000002,0.500417,0.260575,178,3399,3577
351,2011-12-17,4,2011,12,0,Sat,weekend,2,4.1416509999999995,0.4584860000000006,0.560833,0.243167,275,2464,2739
352,2011-12-18,4,2011,12,0,Sun,weekend,1,3.201651,0.20821399999999812,0.58625,0.169779,220,2211,2431
353,2011-12-19,4,2011,12,0,Mon,workday,1,5.003349,2.5415779999999977,0.6375,0.172896,260,3143,3403
354,2011-12-20,4,2011,12,0,Tue,workday,2,10.134151,10.165963999999999,0.595417,0.0615708,216,3534,3750
355,2011-12-21,1,2011,12,0,Wed,workday,2,12.131651000000002,12.249122,0.858333,0.2214,107,2553,2660
356,2011-12-22,1,2011,12,0,Thu,workday,2,11.896651000000002,12.123986000000002,0.7575,0.047275,227,2841,3068
357,2011-12-23,1,2011,12,0,Fri,workday,1,9.546651,8.915858,0.68625,0.274246,163,2046,2209
358,2011-12-24,1,2011,12,0,Sat,weekend,1,6.217499999999999,3.7499719999999996,0.5425,0.190304,155,856,1011
359,2011-12-25,1,2011,12,0,Sun,weekend,1,4.914801000000001,2.4774260000000012,0.681304,0.155091,303,451,754
360,2011-12-26,1,2011,12,1,Mon,weekend,1,7.121732999999999,4.825310000000002,0.506957,0.239465,430,887,1317
361,2011-12-27,1,2011,12,0,Tue,workday,2,7.275,5.6237780000000015,0.7625,0.18845,103,1059,1162
362,2011-12-28,1,2011,12,0,Wed,workday,1,6.05911,2.4782839999999986,0.50391300000000006,0.293961,255,2047,2302
363,2011-12-29,1,2011,12,0,Thu,workday,1,3.6716510000000007,1.4168720000000015,0.574167,0.119412,254,2169,2423
364,2011-12-30,1,2011,12,0,Fri,workday,1,6.648349000000001,5.041591999999998,0.636667,0.134337,491,2508,2999
365,2011-12-31,1,2011,12,0,Sat,weekend,1,11.27,11.331986,0.615833,0.220154,665,1820,2485
366,2012-01-01,1,2012,1,0,Sun,weekend,1,9.39,8.790986,0.6925,0.192167,686,1608,2294
367,2012-01-02,1,2012,1,1,Mon,weekend,1,4.833020999999999,0.6520639999999993,0.381304,0.329665,244,1707,1951
368,2012-01-03,1,2012,1,0,Tue,workday,1,-0.9500000000000002,-7.665850000000001,0.44125,0.365671,89,2147,2236
369,2012-01-04,1,2012,1,0,Wed,workday,2,-2.9475,-8.123758,0.414583,0.1847,95,2273,2368
370,2012-01-05,1,2012,1,0,Thu,workday,1,4.494150999999999,2.3751919999999984,0.524167,0.129987,140,3132,3272
371,2012-01-06,1,2012,1,0,Fri,workday,1,7.705848999999999,6.457622000000001,0.542083,0.167908,307,3791,4098
372,2012-01-07,1,2012,1,0,Sat,weekend,1,10.486650999999998,9.791414,0.531667,0.174758,1070,3451,4521
373,2012-01-08,1,2012,1,0,Sun,weekend,1,7.862500000000001,6.457028000000001,0.465,0.191542,599,2826,3425
374,2012-01-09,1,2012,1,0,Mon,workday,2,2.5358490000000007,0.33361400000000074,0.701667,0.0989,106,2270,2376
375,2012-01-10,1,2012,1,0,Tue,workday,1,6.508712000000001,5.042515999999999,0.646522,0.187552,173,3425,3598
376,2012-01-11,1,2012,1,0,Wed,workday,2,4.885849,2.6661859999999997,0.8475,0.131221,92,2085,2177
377,2012-01-12,1,2012,1,0,Thu,workday,2,9.9775,9.207908,0.802917,0.180967,269,3828,4097
378,2012-01-13,1,2012,1,0,Fri,workday,1,4.885849,0.4578920000000011,0.5075,0.378108,174,3040,3214
379,2012-01-14,1,2012,1,0,Sat,weekend,1,0.4599999999999991,-3.916257999999999,0.4575,0.187183,333,2160,2493
380,2012-01-15,1,2012,1,0,Sun,weekend,1,-0.16665099999999988,-5.332750000000001,0.419167,0.251258,284,2027,2311
381,2012-01-16,1,2012,1,1,Mon,weekend,1,0.9299999999999997,-3.4162420000000004,0.5225,0.231358,217,2081,2298
382,2012-01-17,1,2012,1,0,Tue,workday,2,9.533021000000002,8.042348,0.716087,0.34913,127,2808,2935
383,2012-01-18,1,2012,1,0,Wed,workday,1,6.2566510000000015,2.1667640000000006,0.443333,0.415429,109,3267,3376
384,2012-01-19,1,2012,1,0,Thu,workday,1,0.9299999999999997,-3.4574919999999985,0.4975,0.220158,130,3162,3292
385,2012-01-20,1,2012,1,0,Fri,workday,2,2.2225,-1.4167720000000017,0.45,0.20275,115,3048,3163
386,2012-01-21,1,2012,1,0,Sat,weekend,2,0.14665099999999853,-4.45825,0.83125,0.222642,67,1234,1301
387,2012-01-22,1,2012,1,0,Sun,weekend,2,-0.3624999999999998,-5.291499999999999,0.79625,0.199638,196,1781,1977
388,2012-01-23,1,2012,1,0,Mon,workday,2,2.2616510000000005,0.041827999999998866,0.91125,0.110708,145,2287,2432
389,2012-01-24,1,2012,1,0,Tue,workday,1,8.0975,7.041127999999997,0.835833,0.123767,439,3900,4339
390,2012-01-25,1,2012,1,0,Wed,workday,1,5.825849,3.4581860000000013,0.64375,0.161071,467,3803,4270
391,2012-01-26,1,2012,1,0,Thu,workday,2,8.058349,7.499299999999998,0.769583,0.0733958,244,3831,4075
392,2012-01-27,1,2012,1,0,Fri,workday,2,11.974999999999998,11.415278,0.74125,0.342667,269,3187,3456
393,2012-01-28,1,2012,1,0,Sat,weekend,1,6.844150999999998,5.541013999999997,0.543333,0.210829,775,3248,4023
394,2012-01-29,1,2012,1,0,Sun,weekend,1,5.277499999999998,1.9995860000000008,0.31125,0.24005,558,2685,3243
395,2012-01-30,1,2012,1,0,Mon,workday,1,4.650848999999999,1.3332499999999996,0.400833,0.215792,126,3498,3624
396,2012-01-31,1,2012,1,0,Tue,workday,1,10.330000000000002,9.166922,0.416667,0.261817,324,4185,4509
397,2012-02-01,1,2012,2,0,Wed,workday,1,14.050849,14.791508,0.507917,0.189067,304,4275,4579
398,2012-02-02,1,2012,2,0,Thu,workday,2,10.760849,10.332086,0.672917,0.187187,190,3571,3761
399,2012-02-03,1,2012,2,0,Fri,workday,1,6.726650999999999,4.416836,0.526667,0.178496,310,3841,4151
400,2012-02-04,1,2012,2,0,Sat,weekend,2,4.415849,1.9998499999999986,0.779583,0.121896,384,2448,2832
401,2012-02-05,1,2012,2,0,Sun,weekend,2,4.494150999999999,1.4583860000000008,0.687917,0.175996,318,2629,2947
402,2012-02-06,1,2012,2,0,Mon,workday,1,5.282622999999999,3.564116000000002,0.622174,0.1538,206,3578,3784
403,2012-02-07,1,2012,2,0,Tue,workday,1,8.645849000000002,7.832863999999997,0.49625,0.147379,199,4176,4375
404,2012-02-08,1,2012,2,0,Wed,workday,2,4.063348999999999,1.583786,0.722917,0.133721,109,2693,2802
405,2012-02-09,1,2012,2,0,Thu,workday,1,4.455,1.291208000000001,0.562083,0.194037,163,3667,3830
406,2012-02-10,1,2012,2,0,Fri,workday,2,5.1991510000000005,3.374828000000001,0.54,0.116929,227,3604,3831
407,2012-02-11,1,2012,2,0,Sat,weekend,3,2.5358490000000007,-2.0827779999999994,0.73125,0.289796,192,1977,2169
408,2012-02-12,1,2012,2,0,Sun,weekend,1,-2.0075000000000003,-9.290572000000001,0.464583,0.409212,73,1456,1529
409,2012-02-13,1,2012,2,0,Mon,workday,1,2.4574999999999996,-0.9577419999999996,0.41125,0.167283,94,3328,3422
410,2012-02-14,1,2012,2,0,Tue,workday,2,7.000848999999999,6.040436,0.50875,0.141179,135,3787,3922
411,2012-02-15,1,2012,2,0,Wed,workday,1,8.371651,7.207514000000003,0.53125,0.1816,141,4028,4169
412,2012-02-16,1,2012,2,0,Thu,workday,2,6.883348999999999,5.790692,0.752917,0.091425,74,2931,3005
413,2012-02-17,1,2012,2,0,Fri,workday,1,8.136651,7.207514000000003,0.634583,0.205846,349,3805,4154
414,2012-02-18,1,2012,2,0,Sat,weekend,1,8.293349,7.45805,0.534583,0.190929,1435,2883,4318
415,2012-02-19,1,2012,2,0,Sun,weekend,2,5.160000000000002,1.5420080000000027,0.515833,0.253112,618,2071,2689
416,2012-02-20,1,2012,2,1,Mon,weekend,1,5.160000000000002,2.043806,0.507826,0.229083,502,2627,3129
417,2012-02-21,1,2012,2,0,Tue,workday,1,5.5278220000000005,3.477458000000002,0.594348,0.205717,163,3614,3777
418,2012-02-22,1,2012,2,0,Wed,workday,1,10.604150999999998,9.916021999999998,0.567917,0.234471,394,4379,4773
419,2012-02-23,1,2012,2,0,Thu,workday,1,13.345849000000001,13.333435999999999,0.554583,0.190913,516,4546,5062
420,2012-02-24,1,2012,2,0,Fri,workday,2,11.1525,11.124085999999998,0.7375,0.237567,246,3241,3487
421,2012-02-25,1,2012,2,0,Sat,weekend,1,5.669151000000001,0.8745499999999993,0.395833,0.421642,317,2415,2732
422,2012-02-26,1,2012,2,0,Sun,weekend,1,5.120849,1.708327999999998,0.41,0.205229,515,2874,3389
423,2012-02-27,1,2012,2,0,Mon,workday,1,9.233349,7.6249639999999985,0.490833,0.268033,253,4069,4322
424,2012-02-28,1,2012,2,0,Tue,workday,1,8.880849000000001,7.3326499999999974,0.395833,0.193417,229,4134,4363
425,2012-02-29,1,2012,2,0,Wed,workday,2,8.184356000000001,6.999020000000002,0.804783,0.179117,65,1769,1834
426,2012-03-01,1,2012,3,0,Thu,workday,1,14.834151000000002,15.374485999999997,0.615417,0.226987,325,4665,4990
427,2012-03-02,1,2012,3,0,Fri,workday,2,8.606651,7.749572000000001,0.657083,0.144904,246,2948,3194
428,2012-03-03,1,2012,3,0,Sat,weekend,2,11.465848999999999,11.290472000000001,0.62125,0.161079,956,3110,4066
429,2012-03-04,1,2012,3,0,Sun,weekend,1,7.314150999999999,3.9993859999999977,0.403333,0.334571,710,2713,3423
430,2012-03-05,1,2012,3,0,Mon,workday,1,3.4366509999999995,-0.08271400000000106,0.50625,0.228858,203,3130,3333
431,2012-03-06,1,2012,3,0,Tue,workday,1,4.1416509999999995,0.8327719999999985,0.456667,0.200875,221,3735,3956
432,2012-03-07,1,2012,3,0,Wed,workday,1,10.995849,9.416599999999999,0.513333,0.345779,432,4484,4916
433,2012-03-08,1,2012,3,0,Thu,workday,1,16.792499999999997,18.623863999999998,0.5675,0.441563,486,4896,5382
434,2012-03-09,1,2012,3,0,Fri,workday,2,11.309151,10.207478000000002,0.407083,0.4148,447,4122,4569
435,2012-03-10,1,2012,3,0,Sat,weekend,1,5.512499999999999,2.3326220000000006,0.350417,0.22575,968,3150,4118
436,2012-03-11,1,2012,3,0,Sun,weekend,1,9.001732999999998,7.738219999999998,0.476957,0.222587,1658,3253,4911
437,2012-03-12,1,2012,3,0,Mon,workday,1,13.933349,14.333072000000001,0.489167,0.207713,838,4460,5298
438,2012-03-13,1,2012,3,0,Tue,workday,1,18.554999999999996,19.833314,0.6175,0.23695,762,5085,5847
439,2012-03-14,1,2012,3,0,Wed,workday,1,18.9075,20.208722,0.507083,0.115062,997,5315,6312
440,2012-03-15,1,2012,3,0,Thu,workday,1,18.2025,19.166449999999998,0.579583,0.149883,1005,5187,6192
441,2012-03-16,1,2012,3,0,Fri,workday,2,12.484151,12.791114,0.842083,0.113192,548,3830,4378
442,2012-03-17,1,2012,3,0,Sat,weekend,2,16.165849,17.333036,0.755833,0.110704,3155,4681,7836
443,2012-03-18,1,2012,3,0,Sun,weekend,2,14.2075,14.624000000000002,0.81,0.126883,2207,3685,5892
444,2012-03-19,1,2012,3,0,Mon,workday,1,17.615000000000002,19.166185999999996,0.72875,0.162317,982,5171,6153
445,2012-03-20,1,2012,3,0,Tue,workday,1,18.359151,19.543178000000005,0.807917,0.121271,1051,5042,6093
446,2012-03-21,2,2012,3,0,Wed,workday,2,16.988349,17.875028,0.82125,0.0895583,1122,5108,6230
447,2012-03-22,2,2012,3,0,Thu,workday,1,18.045848999999997,19.083422,0.83125,0.117562,1334,5537,6871
448,2012-03-23,2,2012,3,0,Fri,workday,2,20.278349,21.624422000000003,0.694167,0.1163,2469,5893,8362
449,2012-03-24,2,2012,3,0,Sat,weekend,2,15.617499999999996,16.124378,0.885417,0.192783,1033,2339,3372
450,2012-03-25,2,2012,3,0,Sun,weekend,2,12.5625,12.874208,0.880833,0.220775,1532,3464,4996
451,2012-03-26,2,2012,3,0,Mon,workday,1,12.954151,12.9575,0.477917,0.386821,795,4763,5558
452,2012-03-27,2,2012,3,0,Tue,workday,1,7.196650999999999,4.833164,0.29,0.187192,531,4571,5102
453,2012-03-28,2,2012,3,0,Wed,workday,1,14.755849000000001,15.082699999999999,0.48125,0.291671,674,5024,5698
454,2012-03-29,2,2012,3,0,Thu,workday,1,15.225849,15.832063999999999,0.439167,0.31965,834,5299,6133
455,2012-03-30,2,2012,3,0,Fri,workday,2,9.39,8.790986,0.580833,0.138067,796,4663,5459
456,2012-03-31,2,2012,3,0,Sat,weekend,2,11.935849000000001,11.832728000000003,0.738333,0.250617,2301,3934,6235
457,2012-04-01,2,2012,4,0,Sun,weekend,2,12.014151000000002,11.540942000000001,0.67625,0.172267,2347,3694,6041
458,2012-04-02,2,2012,4,0,Mon,workday,1,12.393911,12.215857999999997,0.504348,0.312139,1208,4728,5936
459,2012-04-03,2,2012,4,0,Tue,workday,1,13.933349,14.457877999999997,0.396667,0.100133,1348,5424,6772
460,2012-04-04,2,2012,4,0,Wed,workday,1,17.458349000000002,19.207699999999996,0.469583,0.180975,1058,5378,6436
461,2012-04-05,2,2012,4,0,Thu,workday,1,12.445,12.456758,0.374167,0.219529,1192,5265,6457
462,2012-04-06,2,2012,4,0,Fri,workday,1,10.956651,9.790621999999999,0.377083,0.300388,1807,4653,6460
463,2012-04-07,2,2012,4,0,Sat,weekend,1,12.5625,12.124513999999998,0.254167,0.274871,3252,3605,6857
464,2012-04-08,2,2012,4,0,Sun,weekend,1,15.5,16.50005,0.275833,0.232596,2230,2939,5169
465,2012-04-09,2,2012,4,0,Mon,workday,1,14.990849,15.458108,0.3175,0.358196,905,4680,5585
466,2012-04-10,2,2012,4,0,Tue,workday,1,12.993348999999998,12.791377999999998,0.435,0.249375,819,5099,5918
467,2012-04-11,2,2012,4,0,Wed,workday,1,8.388712000000002,6.260084000000003,0.469565,0.295274,482,4380,4862
468,2012-04-12,2,2012,4,0,Thu,workday,1,10.682500000000001,9.581864,0.46625,0.290429,663,4746,5409
469,2012-04-13,2,2012,4,0,Fri,workday,1,12.7975,12.499328000000002,0.408333,0.155471,1252,5146,6398
470,2012-04-14,2,2012,4,0,Sat,weekend,1,15.265,16.207735999999997,0.502917,0.190917,2795,4665,7460
